GrowerNumber,PreviousWorkbookName,PreviousPool,PreviousStatus,CurrentWorkbookName,CurrentPoolStarts,CurrentStatus,Category,OldAliasDisposition,PoolDisposition
9571,,,Absent,MFR - NORRIS ORG CHIL,NX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9572,,,Absent,MFR - NORRIS CONV,NC,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9580,KUULEI ORCHARDS - M1,M1,Active,KUULEI ORCH-M1 CONV,M1,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9590,TURBYNE & BROWN,TU,Active,TURBYNE & BROWN CONV,TU,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9600,MFR - AICHELE,AB,Active,MFR - AICHELE ORG,AB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9601,,,Absent,MFR - AICHELE ORG CHIL,AA,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9602,,,Absent,MFR - AICHELE CONV,AE,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9610,NARRY & BROWN,NA,Active,NARRY & BROWN CONV,NA,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9620,MFR - MURPHY PL,MU,Active,MFR - MURPHY PL ORG,MU,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9621,,,Absent,MFR-MURPHY PL ORG CHIL,MZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9622,,,Absent,MFR - MURPHY PL CONV,MQ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9630,CAMPBELL & BROWN,CB,Active,CAMPBELL & BROWN CONV,CB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9636,INACTIVE,,Inactive,INACTIVE-EBS,,Inactive,Still inactive,Not applicable,
9640,DL & JJ FARMS,JQ,Active,DL & JJ F PHILLIPS CONV,JQ,Active,"Same number, new current name",Skip ambiguous old alias,
9650,MFR - KEN ARNZEN,KA,Active,MFR - KEN ARNZEN ORG,KA,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9651,,,Absent,MFR-KEN ARNZEN ORG CHIL,KZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9652,,,Absent,MFR - KEN ARNZEN CONV,KX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9660,MFR - SONBAY,SO,Active,MFR - SONBAY ORG,SO,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9661,,,Absent,MFR - SONBAY ORG CHIL,S2,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9662,,,Absent,MFR - SONBAY CONV,IR,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9670,W&H - J L WAL FM LLC -BARRETT,JW,Active,W&H - JLW-BARRETT ORG,JW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9671,,,Absent,W&H-JW-BARRETT ORG CHIL,WE,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9672,,,Absent,W&H - JLW-BARRETT CONV,WW,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9680,MFR - JWO INC -WINESAP,JI,Active,MFR - JWO-WINESAP ORG,JI,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9681,,,Absent,MFR-JWO-WINES ORG CHIL,ES,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9682,,,Absent,MFR - JWO-WINESAP CONV,J2,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9690,MFR - J JACKSON HOME,JB,Active,MFR -J JACK HOME ORG,JB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9691,,,Absent,MFR-JACK HOME ORG CHIL,H9,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9692,,,Absent,MFR -J JACK HOME CONV,EL,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9700,MFR - JWO INC - STEVENS,JN,Active,MFR - JWO-STEVENS ORG,JN,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9701,,,Absent,MFR-JWO-STEVEN ORG CHIL,HV,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9702,,,Absent,MFR - JWO-STEVENS CONV,J1,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9710,KUULEI ORCHARDS - BRINKER,KB,Active,KUULEI ORC-BRINKER CONV,KB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9720,MFR - DON SLUSARENKO,DB,Active,MFR-D SLUSARENKO ORG,DB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9721,,,Absent,MFR-SLUSARENKO ORG CHIL,AR,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9722,,,Absent,MFR-D SLUSARENKO CONV,EG,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9730,DL & JJ FARMS - KLEPPER,JK,Active,DL & JJ F-KLEPPER CONV,JK,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9740,MORRIS ORCHARD,MO,Active,MORRIS ORCHARD CONV,MO,Active,"Same number, new current name",Skip ambiguous old alias,
9750,MFR - REESE-YELLOWJACK,BJ,Active,MFR - REESE-YJACK ORG,BJ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9751,,,Absent,MFR-REESE-YJAK ORG CHIL,AQ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9752,,,Absent,MFR - REESE-YJACK CONV,YA,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9760,MORRIS ORCHARDS - WIES,MW,Active,MORRIS ORCH-WIES CONV,MW,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9770,ROLOFF FARMS - UMAPINE,UM,Active,ROLOFF - UMAPINE CONV,UM,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9780,MORRIS ORCHARDS - CHINN,CH,Active,MORRIS ORCH-CHINN CONV,CH,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9790,MORISS ORCHARDS - CARPER,CE,Active,MORISS ORCH-CARPER CONV,CE,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9800,MORRIS ORCHARDS - HUMBERT,HM,Active,MORRIS O-HUMBERT CONV,HM,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9810,ROLOFF FARMS - MERLIN,MY,Active,ROLOFF - MERLIN CONV,MY,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9820,MFR - SHELTON PL,JS,Active,MFR - SHELTON PL ORG,JS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9821,,,Absent,MFR-SHELTON PL ORG CHIL,JZ,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9822,,,Absent,MFR - SHELTON PL CONV,JX,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9830,MORRIS ORCHARD,MP,Active,MORRIS ORCHARD CONV,MP,Active,"Same number, new current name",Skip ambiguous old alias,
9840,ROLOFF FARM,FM,Active,ROLOFF FARM CONV,FM,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9850,MFR - GIBBONS,JG,Active,MFR - GIBBONS ORG,JG,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9851,,,Absent,MFR - GIBBONS ORG CHIL,G5,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9852,,,Absent,MFR - GIBBONS CONV,G6,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9860,MALCOLM MILLAR - DAD,MK,Active,MALCOLM MILLAR-DAD CONV,MK,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9870,MFR - ROTHROCK,RB,Active,MFR - ROTHROCK ORG,RB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9871,,,Absent,MFR - ROTHROCK ORG CHIL,1R,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9872,,,Absent,MFR - ROTHROCK CONV,2R,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9880,MFR - DUFF 2019 AMBR,D9,Active,MFR-DUFF 2019 AMBR CONV,D9,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9890,DON ARNZEN,DZ,Active,DON ARNZEN CONV,DZ,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9900,BULLOCK FARMS - MACKEY,LM,Active,BULLOCK - MACKEY CONV,LM,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9910,MALCOLM MILLAR - 6ACRE,6A,Active,M MILLAR - 6 ACRE CONV,6A,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9920,JACK RUTHVEN,JR,Active,JACK RUTHVEN CONV,JR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9930,MFR - BAKER,BB,Active,MFR - BAKER ORG,BB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9931,,,Absent,MFR - BAKER ORG CHIL,5B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9932,,,Absent,MFR - BAKER CONV,6B,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9940,DL & JJ FARMS -,JY,Active,DL & JJ FARMS HILL CONV,JY,Active,"Same number, new current name",Skip ambiguous old alias,
9950,HARSHFIELD FARMS,HR,Active,HARSHFIELD FARMS CONV,HR,Active,"Same number, new current name",Skip ambiguous old alias,
9960,HARSHFIELD FARMS,HC,Active,HARSHFIELD FARMS CONV,HC,Active,"Same number, new current name",Skip ambiguous old alias,
9970,ROLOFF FARMS - BASCOM,OB,Active,ROLOFF - BASCOM CONV,OB,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9980,MFR-ROLOFF PREMIER 2019,OS,Active,MFR-RFF PREMR 2019 CONV,OS,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9990,Rodighiero Orch - Brumbach,SR,Active,Rodighiero-Brumbac CONV,SR,Active,"Same number, new current name",Retain old name only when production preflight confirms it remains unambiguous,
9997,,,Absent,Leave Open for EBS Use,,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9998,,,Absent,Leave Open for EBS Use,,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
9999,,,Absent,Leave Open for EBS Use,,Active,Newly reviewed active number,Not applicable,Informational only; no operational PoolStart write
